id,vehicle_id,route,latitude,longitude,bearing,speed,current_status,occupancy_status,fetched_at
742250,B-548A7B11,Blue,42.35889,-71.0574,275,,STOPPED_AT,,2026-06-29 18:23:37.643372+00:00
742249,R-548A0004,Red,42.32269,-71.05279,145,,INCOMING_AT,,2026-06-29 18:23:37.643369+00:00
742248,R-548A5D6F,Red,42.38826,-71.11895,180,,STOPPED_AT,,2026-06-29 18:23:37.643366+00:00
742247,R-548A5F51,Red,42.31827,-71.05228,170,,INCOMING_AT,,2026-06-29 18:23:37.643363+00:00
742246,R-548A6272,Red,42.21325,-71.00086,190,,IN_TRANSIT_TO,,2026-06-29 18:23:37.643359+00:00
742245,R-548A6553,Red,42.39621,-71.14054,85,,STOPPED_AT,,2026-06-29 18:23:37.643357+00:00
742244,R-548A695C,Red,42.24615,-71.00369,15,,INCOMING_AT,,2026-06-29 18:23:37.643354+00:00
742243,R-548A6AB3,Red,42.20749,-71.00173,10,,STOPPED_AT,,2026-06-29 18:23:37.643351+00:00
742242,R-548A6C54,Red,42.39638,-71.1386,260,,INCOMING_AT,,2026-06-29 18:23:37.643348+00:00
742241,R-548A6D6F,Red,42.36122,-71.07162,95,,STOPPED_AT,,2026-06-29 18:23:37.643346+00:00
742240,R-548A6DE2,Red,42.23131,-71.00711,180,,IN_TRANSIT_TO,,2026-06-29 18:23:37.643343+00:00
742239,R-548A7316,Red,42.3723,-71.11585,135,,IN_TRANSIT_TO,,2026-06-29 18:23:37.643340+00:00
742238,R-548A74A7,Red,42.39082,-71.1188,0,,INCOMING_AT,,2026-06-29 18:23:37.643337+00:00
742237,R-548A74A8,Red,42.35252,-71.05533,130,,STOPPED_AT,,2026-06-29 18:23:37.643335+00:00
742236,R-548A75C9,Red,42.37246,-71.11586,330,,IN_TRANSIT_TO,,2026-06-29 18:23:37.643332+00:00
742235,R-548A7856,Red,42.3567,-71.0632,310,,INCOMING_AT,,2026-06-29 18:23:37.643328+00:00
742234,R-548A78B0,Red,42.32057,-71.05256,350,,STOPPED_AT,,2026-06-29 18:23:37.643325+00:00
742233,R-548A78B1,Red,42.28458,-71.06377,330,,STOPPED_AT,,2026-06-29 18:23:37.643323+00:00
742232,R-548A78EC,Red,42.30002,-71.06183,260,,STOPPED_AT,,2026-06-29 18:23:37.643320+00:00
742231,R-548A78F4,Red,42.35108,-71.05232,355,,INCOMING_AT,,2026-06-29 18:23:37.643317+00:00
742230,R-548A7922,Red,42.39618,-71.14054,85,,STOPPED_AT,,2026-06-29 18:23:37.643311+00:00
742229,B-548A672A,Blue,42.36115,-71.06208,105,,STOPPED_AT,,2026-06-29 18:21:33.074368+00:00
742228,B-548A78A6,Blue,42.38497,-71.01054,230,,INCOMING_AT,,2026-06-29 18:21:33.074366+00:00
742227,B-548A78BA,Blue,42.41012,-70.99278,185,,INCOMING_AT,,2026-06-29 18:21:33.074363+00:00
742226,B-548A78C4,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074360+00:00
742225,B-548A78CA,Blue,42.41576,-70.99041,200,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074357+00:00
742224,B-548A78E4,Blue,42.36382,-71.04406,40,,INCOMING_AT,,2026-06-29 18:21:33.074355+00:00
742223,B-548A7AC4,Blue,42.4135,-70.99162,20,,STOPPED_AT,,2026-06-29 18:21:33.074352+00:00
742222,B-548A7AD6,Blue,42.40322,-70.99188,170,,INCOMING_AT,,2026-06-29 18:21:33.074349+00:00
742221,B-548A7AD8,Blue,42.40918,-70.99267,355,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074347+00:00
742220,B-548A7B11,Blue,42.36409,-71.04414,215,,INCOMING_AT,,2026-06-29 18:21:33.074344+00:00
742219,G-10008,Green-E,42.36574,-71.06466,300,,INCOMING_AT,,2026-06-29 18:21:33.074342+00:00
742218,G-10014,Green-E,42.36607,-71.061,315,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074338+00:00
742217,G-10015,Green-E,42.34977,-71.07825,60,,STOPPED_AT,,2026-06-29 18:21:33.074335+00:00
742216,G-10031,Green-E,42.33754,-71.09596,45,2.1,INCOMING_AT,,2026-06-29 18:21:33.074331+00:00
742215,G-10040,Green-E,42.33099,-71.11169,135,5.0,INCOMING_AT,,2026-06-29 18:21:33.074328+00:00
742214,G-10054,Green-E,42.40031,-71.1114,151,5.3,STOPPED_AT,,2026-06-29 18:21:33.074324+00:00
742213,G-10095,Green-E,42.37723,-71.08457,145,5.2,IN_TRANSIT_TO,,2026-06-29 18:21:33.074320+00:00
742212,G-10099,Green-E,42.35559,-71.06334,210,,INCOMING_AT,,2026-06-29 18:21:33.074316+00:00
742211,G-10106,Green-E,42.40839,-71.1173,151,,STOPPED_AT,,2026-06-29 18:21:33.074313+00:00
742210,G-10113,Green-E,42.36543,-71.0604,135,,STOPPED_AT,,2026-06-29 18:21:33.074310+00:00
742209,G-10126,Green-E,42.39018,-71.10163,301,16.5,INCOMING_AT,,2026-06-29 18:21:33.074306+00:00
742208,G-10139,Green-E,42.33818,-71.09438,225,7.6,INCOMING_AT,,2026-06-29 18:21:33.074303+00:00
742207,G-10211,Green-E,42.32877,-71.11044,315,2.3,INCOMING_AT,,2026-06-29 18:21:33.074300+00:00
742206,G-10244,Green-E,42.35018,-71.0771,240,,STOPPED_AT,,2026-06-29 18:21:33.074296+00:00
742205,G-10009,Green-D,42.33723,-71.25208,135,5.4,STOPPED_AT,,2026-06-29 18:21:33.074292+00:00
742204,G-10033,Green-D,42.35929,-71.05951,215,,INCOMING_AT,,2026-06-29 18:21:33.074288+00:00
742203,G-10036,Green-D,42.35305,-71.06457,200,,INCOMING_AT,,2026-06-29 18:21:33.074285+00:00
742202,G-10052,Green-D,42.35989,-71.05897,215,,STOPPED_AT,,2026-06-29 18:21:33.074281+00:00
742201,G-10080,Green-D,42.37695,-71.09396,120,,STOPPED_AT,,2026-06-29 18:21:33.074278+00:00
742200,G-10084,Green-D,42.37705,-71.09396,300,,STOPPED_AT,,2026-06-29 18:21:33.074274+00:00
742199,G-10096,Green-D,42.37296,-71.07929,305,3.5,IN_TRANSIT_TO,,2026-06-29 18:21:33.074270+00:00
742198,G-10104,Green-D,42.35986,-71.05891,35,,INCOMING_AT,,2026-06-29 18:21:33.074262+00:00
742197,G-10117,Green-D,42.33576,-71.14058,135,5.0,STOPPED_AT,,2026-06-29 18:21:33.074244+00:00
742196,G-10121,Green-D,42.33583,-71.14054,315,6.3,STOPPED_AT,,2026-06-29 18:21:33.074240+00:00
742195,G-10124,Green-D,42.31779,-71.21134,90,10.0,INCOMING_AT,,2026-06-29 18:21:33.074234+00:00
742194,G-10140,Green-D,42.33259,-71.11699,225,5.1,STOPPED_AT,,2026-06-29 18:21:33.074230+00:00
742193,G-10180,Green-D,42.33127,-71.1266,135,4.9,STOPPED_AT,,2026-06-29 18:21:33.074226+00:00
742192,G-10200,Green-D,42.34997,-71.07748,60,,INCOMING_AT,,2026-06-29 18:21:33.074222+00:00
742191,G-10223,Green-D,42.34809,-71.08845,275,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074218+00:00
742190,G-10226,Green-D,42.3268,-71.16464,270,8.1,STOPPED_AT,,2026-06-29 18:21:33.074214+00:00
742189,G-10230,Green-D,42.33682,-71.11236,45,12.6,INCOMING_AT,,2026-06-29 18:21:33.074210+00:00
742188,G-10238,Green-D,42.36668,-71.06772,125,4.4,STOPPED_AT,,2026-06-29 18:21:33.074205+00:00
742187,G-10022,Green-C,42.33787,-71.14145,225,7.8,STOPPED_AT,,2026-06-29 18:21:33.074201+00:00
742186,G-10027,Green-C,42.35305,-71.06457,200,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074196+00:00
742185,G-10035,Green-C,42.35554,-71.06322,30,,STOPPED_AT,,2026-06-29 18:21:33.074192+00:00
742184,G-10059,Green-C,42.34881,-71.09509,90,,STOPPED_AT,,2026-06-29 18:21:33.074188+00:00
742183,G-10077,Green-C,42.34149,-71.12383,45,6.3,INCOMING_AT,,2026-06-29 18:21:33.074184+00:00
742182,G-10086,Green-C,42.34229,-71.12068,225,5.3,STOPPED_AT,,2026-06-29 18:21:33.074180+00:00
742181,G-10098,Green-C,42.33625,-71.14902,225,,STOPPED_AT,,2026-06-29 18:21:33.074176+00:00
742180,G-10183,Green-C,42.35301,-71.06454,20,,INCOMING_AT,,2026-06-29 18:21:33.074172+00:00
742179,G-10227,Green-C,42.34996,-71.07792,240,,INCOMING_AT,,2026-06-29 18:21:33.074168+00:00
742178,G-10236,Green-C,42.3372,-71.14466,225,6.4,INCOMING_AT,,2026-06-29 18:21:33.074164+00:00
742177,G-10240,Green-C,42.34308,-71.11768,45,,STOPPED_AT,,2026-06-29 18:21:33.074161+00:00
742176,G-10019,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 18:21:33.074157+00:00
742175,G-10020,Green-B,42.34894,-71.09527,270,,STOPPED_AT,,2026-06-29 18:21:33.074154+00:00
742174,G-10046,Green-B,42.34006,-71.16512,90,5.4,IN_TRANSIT_TO,,2026-06-29 18:21:33.074150+00:00
742173,G-10049,Green-B,42.34971,-71.13259,225,5.7,INCOMING_AT,,2026-06-29 18:21:33.074146+00:00
742172,G-10057,Green-B,42.35216,-71.12461,270,3.7,INCOMING_AT,,2026-06-29 18:21:33.074143+00:00
742171,G-10061,Green-B,42.341,-71.16742,75,3.1,STOPPED_AT,,2026-06-29 18:21:33.074140+00:00
742170,G-10075,Green-B,42.34888,-71.0951,90,,STOPPED_AT,,2026-06-29 18:21:33.074136+00:00
742169,G-10083,Green-B,42.35089,-71.11408,135,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074133+00:00
742168,G-10101,Green-B,42.35013,-71.13158,45,5.1,STOPPED_AT,,2026-06-29 18:21:33.074129+00:00
742167,G-10118,Green-B,42.34065,-71.15089,45,4.8,STOPPED_AT,,2026-06-29 18:21:33.074126+00:00
742166,G-10234,Green-B,42.35927,-71.05945,35,,STOPPED_AT,,2026-06-29 18:21:33.074122+00:00
742165,G-10241,Green-B,42.35164,-71.07172,240,,INCOMING_AT,,2026-06-29 18:21:33.074119+00:00
742164,O-548A700A,Orange,42.43014,-71.0729,20,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074116+00:00
742163,O-548A74B4,Orange,42.36514,-71.05999,330,,STOPPED_AT,,2026-06-29 18:21:33.074112+00:00
742162,O-548A74B8,Orange,42.43623,-71.07099,185,,INCOMING_AT,,2026-06-29 18:21:33.074108+00:00
742161,O-548A74BF,Orange,42.38424,-71.07705,175,,STOPPED_AT,,2026-06-29 18:21:33.074104+00:00
742160,O-548A78A9,Orange,42.30119,-71.11376,30,,STOPPED_AT,,2026-06-29 18:21:33.074101+00:00
742159,O-548A78AA,Orange,42.30122,-71.11384,30,,STOPPED_AT,,2026-06-29 18:21:33.074097+00:00
742158,O-548A78B7,Orange,42.33653,-71.0897,220,,STOPPED_AT,,2026-06-29 18:21:33.074093+00:00
742157,O-548A78BD,Orange,42.34093,-71.08425,220,,STOPPED_AT,,2026-06-29 18:21:33.074089+00:00
742156,O-548A78C3,Orange,42.34767,-71.07464,265,,STOPPED_AT,,2026-06-29 18:21:33.074085+00:00
742155,O-548A78C7,Orange,42.34765,-71.06998,265,,INCOMING_AT,,2026-06-29 18:21:33.074081+00:00
742154,O-548A78D0,Orange,42.35538,-71.06065,205,,STOPPED_AT,,2026-06-29 18:21:33.074076+00:00
742153,O-548A78DA,Orange,42.36912,-71.06372,150,,INCOMING_AT,,2026-06-29 18:21:33.074072+00:00
742152,O-548A78E7,Orange,42.43773,-71.07093,185,,STOPPED_AT,,2026-06-29 18:21:33.074068+00:00
742151,B-548A672A,Blue,42.36115,-71.06208,105,,STOPPED_AT,,2026-06-29 18:21:33.074064+00:00
742150,B-548A78A6,Blue,42.38497,-71.01054,230,,INCOMING_AT,,2026-06-29 18:21:33.074060+00:00
742149,B-548A78BA,Blue,42.41012,-70.99278,185,,INCOMING_AT,,2026-06-29 18:21:33.074057+00:00
742148,B-548A78C4,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074052+00:00
742147,B-548A78CA,Blue,42.41576,-70.99041,200,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074048+00:00
742146,B-548A78E4,Blue,42.36382,-71.04406,40,,INCOMING_AT,,2026-06-29 18:21:33.074044+00:00
742145,B-548A7AC4,Blue,42.4135,-70.99162,20,,STOPPED_AT,,2026-06-29 18:21:33.074040+00:00
742144,B-548A7AD6,Blue,42.40322,-70.99188,170,,INCOMING_AT,,2026-06-29 18:21:33.074036+00:00
742143,B-548A7AD8,Blue,42.40918,-70.99267,355,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074032+00:00
742142,B-548A7B11,Blue,42.36409,-71.04414,215,,INCOMING_AT,,2026-06-29 18:21:33.074028+00:00
742141,R-548A0004,Red,42.32705,-71.05787,160,,INCOMING_AT,,2026-06-29 18:21:33.074024+00:00
742140,R-548A5D6F,Red,42.3959,-71.12199,135,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074021+00:00
742139,R-548A5F51,Red,42.32435,-71.0544,135,,INCOMING_AT,,2026-06-29 18:21:33.074017+00:00
742138,R-548A6272,Red,42.21883,-71.00029,170,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074013+00:00
742137,R-548A6553,Red,42.39621,-71.14054,85,,STOPPED_AT,,2026-06-29 18:21:33.074010+00:00
742136,R-548A695C,Red,42.22516,-71.00386,330,,INCOMING_AT,,2026-06-29 18:21:33.074007+00:00
742135,R-548A6AB3,Red,42.20749,-71.00173,10,,STOPPED_AT,,2026-06-29 18:21:33.074004+00:00
742134,R-548A6C54,Red,42.39679,-71.124,285,,IN_TRANSIT_TO,,2026-06-29 18:21:33.074001+00:00
742133,R-548A6D6F,Red,42.36243,-71.08581,95,,STOPPED_AT,,2026-06-29 18:21:33.073998+00:00
742132,R-548A6DE2,Red,42.24367,-71.00469,195,,INCOMING_AT,,2026-06-29 18:21:33.073995+00:00
742131,R-548A7316,Red,42.37396,-71.11874,130,,STOPPED_AT,,2026-06-29 18:21:33.073992+00:00
742130,R-548A74A7,Red,42.38014,-71.11979,0,,INCOMING_AT,,2026-06-29 18:21:33.073988+00:00
742129,R-548A74A8,Red,42.35648,-71.06265,130,,STOPPED_AT,,2026-06-29 18:21:33.073985+00:00
742128,R-548A75C9,Red,42.36554,-71.10401,310,,STOPPED_AT,,2026-06-29 18:21:33.073982+00:00
742127,R-548A7856,Red,42.35526,-71.06016,310,,STOPPED_AT,,2026-06-29 18:21:33.073979+00:00
742126,R-548A78B0,Red,42.31434,-71.05217,5,,INCOMING_AT,,2026-06-29 18:21:33.073975+00:00
742125,R-548A78B1,Red,42.28458,-71.06377,330,,STOPPED_AT,,2026-06-29 18:21:33.073972+00:00
742124,R-548A78EC,Red,42.30671,-71.05498,195,,IN_TRANSIT_TO,,2026-06-29 18:21:33.073969+00:00
742123,R-548A78F4,Red,42.34273,-71.05707,350,,STOPPED_AT,,2026-06-29 18:21:33.073966+00:00
742122,R-548A7922,Red,42.39642,-71.13898,80,,INCOMING_AT,,2026-06-29 18:21:33.073958+00:00
742121,B-548A672A,Blue,42.36115,-71.06208,285,,STOPPED_AT,,2026-06-29 18:19:18.205895+00:00
742120,B-548A78A6,Blue,42.38867,-70.99973,230,,INCOMING_AT,,2026-06-29 18:19:18.205892+00:00
742119,B-548A78BA,Blue,42.41352,-70.99167,200,,STOPPED_AT,,2026-06-29 18:19:18.205889+00:00
742118,B-548A78C4,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205886+00:00
742117,B-548A78CA,Blue,42.41576,-70.99041,200,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205883+00:00
742116,B-548A78E4,Blue,42.35911,-71.0548,80,,INCOMING_AT,,2026-06-29 18:19:18.205880+00:00
742115,B-548A7AC4,Blue,42.4135,-70.99162,20,,STOPPED_AT,,2026-06-29 18:19:18.205875+00:00
742114,B-548A7AD6,Blue,42.40633,-70.99231,170,,INCOMING_AT,,2026-06-29 18:19:18.205756+00:00
742113,B-548A7AD8,Blue,42.39856,-70.99172,350,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205753+00:00
742112,B-548A7B11,Blue,42.37233,-71.03312,260,,INCOMING_AT,,2026-06-29 18:19:18.205750+00:00
742111,G-10008,Green-E,42.36563,-71.06057,315,,STOPPED_AT,,2026-06-29 18:19:18.205746+00:00
742110,G-10014,Green-E,42.36494,-71.05996,315,,INCOMING_AT,,2026-06-29 18:19:18.205743+00:00
742109,G-10015,Green-E,42.34582,-71.08114,45,,INCOMING_AT,,2026-06-29 18:19:18.205739+00:00
742108,G-10031,Green-E,42.33639,-71.09888,45,7.1,IN_TRANSIT_TO,,2026-06-29 18:19:18.205736+00:00
742107,G-10040,Green-E,42.33326,-71.10899,270,4.3,STOPPED_AT,,2026-06-29 18:19:18.205733+00:00
742106,G-10054,Green-E,42.40839,-71.1173,151,,STOPPED_AT,,2026-06-29 18:19:18.205723+00:00
742105,G-10095,Green-E,42.38259,-71.08988,145,18.5,INCOMING_AT,,2026-06-29 18:19:18.205719+00:00
742104,G-10099,Green-E,42.35631,-71.06277,210,,STOPPED_AT,,2026-06-29 18:19:18.205716+00:00
742103,G-10106,Green-E,42.40839,-71.1173,151,,STOPPED_AT,,2026-06-29 18:19:18.205713+00:00
742102,G-10113,Green-E,42.36633,-71.0669,120,6.2,IN_TRANSIT_TO,,2026-06-29 18:19:18.205709+00:00
742101,G-10126,Green-E,42.38177,-71.08894,325,16.3,INCOMING_AT,,2026-06-29 18:19:18.205706+00:00
742100,G-10139,Green-E,42.34009,-71.0897,225,5.0,STOPPED_AT,,2026-06-29 18:19:18.205703+00:00
742099,G-10211,Green-E,42.32825,-71.11032,45,2.7,STOPPED_AT,,2026-06-29 18:19:18.205699+00:00
742098,G-10244,Green-E,42.35188,-71.07085,240,,STOPPED_AT,,2026-06-29 18:19:18.205697+00:00
742097,G-10009,Green-D,42.33723,-71.25208,135,5.4,STOPPED_AT,,2026-06-29 18:19:18.205694+00:00
742096,G-10033,Green-D,42.36234,-71.05804,175,,INCOMING_AT,,2026-06-29 18:19:18.205690+00:00
742095,G-10036,Green-D,42.35356,-71.06432,200,,STOPPED_AT,,2026-06-29 18:19:18.205687+00:00
742094,G-10052,Green-D,42.36238,-71.05804,175,,STOPPED_AT,,2026-06-29 18:19:18.205683+00:00
742093,G-10080,Green-D,42.37695,-71.09396,120,,STOPPED_AT,,2026-06-29 18:19:18.205680+00:00
742092,G-10084,Green-D,42.37705,-71.09396,300,2.4,STOPPED_AT,,2026-06-29 18:19:18.205677+00:00
742091,G-10096,Green-D,42.36867,-71.07152,305,10.8,INCOMING_AT,,2026-06-29 18:19:18.205674+00:00
742090,G-10104,Green-D,42.35614,-71.06243,30,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205670+00:00
742089,G-10117,Green-D,42.33514,-71.1482,90,4.8,STOPPED_AT,,2026-06-29 18:19:18.205667+00:00
742088,G-10121,Green-D,42.33124,-71.12543,270,11.0,INCOMING_AT,,2026-06-29 18:19:18.205663+00:00
742087,G-10124,Green-D,42.32366,-71.22647,135,17.2,INCOMING_AT,,2026-06-29 18:19:18.205660+00:00
742086,G-10140,Green-D,42.34179,-71.10994,225,4.7,STOPPED_AT,,2026-06-29 18:19:18.205657+00:00
742085,G-10180,Green-D,42.33448,-71.13781,135,16.3,IN_TRANSIT_TO,,2026-06-29 18:19:18.205654+00:00
742084,G-10200,Green-D,42.34788,-71.08627,105,,INCOMING_AT,,2026-06-29 18:19:18.205651+00:00
742083,G-10223,Green-D,42.34996,-71.07792,240,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205647+00:00
742082,G-10226,Green-D,42.33506,-71.14903,270,4.4,IN_TRANSIT_TO,,2026-06-29 18:19:18.205644+00:00
742081,G-10230,Green-D,42.33144,-71.12261,90,10.8,INCOMING_AT,,2026-06-29 18:19:18.205640+00:00
742080,G-10238,Green-D,42.37116,-71.07613,125,4.6,STOPPED_AT,,2026-06-29 18:19:18.205637+00:00
742079,G-10022,Green-C,42.33952,-71.1349,225,6.2,STOPPED_AT,,2026-06-29 18:19:18.205633+00:00
742078,G-10027,Green-C,42.35556,-71.06326,210,,INCOMING_AT,,2026-06-29 18:19:18.205629+00:00
742077,G-10035,Green-C,42.35245,-71.06483,20,,STOPPED_AT,,2026-06-29 18:19:18.205626+00:00
742076,G-10059,Green-C,42.34881,-71.09509,90,,STOPPED_AT,,2026-06-29 18:19:18.205622+00:00
742075,G-10077,Green-C,42.3397,-71.13047,90,10.8,INCOMING_AT,,2026-06-29 18:19:18.205619+00:00
742074,G-10086,Green-C,42.34325,-71.11718,225,1.3,INCOMING_AT,,2026-06-29 18:19:18.205615+00:00
742073,G-10098,Green-C,42.33625,-71.14902,225,,STOPPED_AT,,2026-06-29 18:19:18.205612+00:00
742072,G-10183,Green-C,42.3518,-71.07081,60,,INCOMING_AT,,2026-06-29 18:19:18.205608+00:00
742071,G-10227,Green-C,42.35018,-71.0771,240,,STOPPED_AT,,2026-06-29 18:19:18.205604+00:00
742070,G-10236,Green-C,42.33787,-71.14145,225,5.4,STOPPED_AT,,2026-06-29 18:19:18.205601+00:00
742069,G-10240,Green-C,42.34229,-71.12046,45,2.4,INCOMING_AT,,2026-06-29 18:19:18.205597+00:00
742068,G-10019,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 18:19:18.205593+00:00
742067,G-10020,Green-B,42.34894,-71.09527,270,,STOPPED_AT,,2026-06-29 18:19:18.205507+00:00
742066,G-10046,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 18:19:18.205503+00:00
742065,G-10049,Green-B,42.35065,-71.13047,225,5.5,STOPPED_AT,,2026-06-29 18:19:18.205500+00:00
742064,G-10057,Green-B,42.35163,-71.11992,315,5.7,STOPPED_AT,,2026-06-29 18:19:18.205496+00:00
742063,G-10061,Green-B,42.341,-71.16742,75,3.1,STOPPED_AT,,2026-06-29 18:19:18.205493+00:00
742062,G-10075,Green-B,42.34918,-71.10006,135,4.3,STOPPED_AT,,2026-06-29 18:19:18.205490+00:00
742061,G-10083,Green-B,42.35167,-71.12056,135,4.8,INCOMING_AT,,2026-06-29 18:19:18.205486+00:00
742060,G-10101,Green-B,42.34872,-71.13809,135,5.1,STOPPED_AT,,2026-06-29 18:19:18.205483+00:00
742059,G-10118,Green-B,42.33843,-71.15274,45,2.7,STOPPED_AT,,2026-06-29 18:19:18.205479+00:00
742058,G-10234,Green-B,42.35551,-71.06316,30,,STOPPED_AT,,2026-06-29 18:19:18.205475+00:00
742057,G-10241,Green-B,42.35305,-71.06457,200,,INCOMING_AT,,2026-06-29 18:19:18.205471+00:00
742056,O-548A700A,Orange,42.42668,-71.07428,20,,STOPPED_AT,,2026-06-29 18:19:18.205468+00:00
742055,O-548A74B4,Orange,42.35881,-71.05775,355,,STOPPED_AT,,2026-06-29 18:19:18.205464+00:00
742054,O-548A74B8,Orange,42.43772,-71.0708,185,,STOPPED_AT,,2026-06-29 18:19:18.205461+00:00
742053,O-548A74BF,Orange,42.39368,-71.07732,175,,INCOMING_AT,,2026-06-29 18:19:18.205457+00:00
742052,O-548A78A9,Orange,42.30119,-71.11376,30,,STOPPED_AT,,2026-06-29 18:19:18.205453+00:00
742051,O-548A78AA,Orange,42.30122,-71.11384,30,,STOPPED_AT,,2026-06-29 18:19:18.205450+00:00
742050,O-548A78B7,Orange,42.33653,-71.0897,220,,STOPPED_AT,,2026-06-29 18:19:18.205446+00:00
742049,O-548A78BD,Orange,42.34093,-71.08425,220,,STOPPED_AT,,2026-06-29 18:19:18.205443+00:00
742048,O-548A78C3,Orange,42.34767,-71.07464,265,,STOPPED_AT,,2026-06-29 18:19:18.205440+00:00
742047,O-548A78C7,Orange,42.34765,-71.06998,265,,INCOMING_AT,,2026-06-29 18:19:18.205436+00:00
742046,O-548A78D0,Orange,42.35538,-71.06065,205,,STOPPED_AT,,2026-06-29 18:19:18.205432+00:00
742045,O-548A78DA,Orange,42.36424,-71.0592,150,,INCOMING_AT,,2026-06-29 18:19:18.205428+00:00
742044,O-548A78E7,Orange,42.43773,-71.07093,185,,STOPPED_AT,,2026-06-29 18:19:18.205425+00:00
742043,B-548A672A,Blue,42.36115,-71.06208,285,,STOPPED_AT,,2026-06-29 18:19:18.205421+00:00
742042,B-548A78A6,Blue,42.38867,-70.99973,230,,INCOMING_AT,,2026-06-29 18:19:18.205417+00:00
742041,B-548A78BA,Blue,42.41352,-70.99167,200,,STOPPED_AT,,2026-06-29 18:19:18.205414+00:00
742040,B-548A78C4,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205411+00:00
742039,B-548A78CA,Blue,42.41576,-70.99041,200,,IN_TRANSIT_TO,,2026-06-29 18:19:18.205407+00:00
742038,B-548A78E4,Blue,42.35911,-71.0548,80,,INCOMING_AT,,2026-06-29 18:19:18.205403+00:00
742037,B-548A7AC4,Blue,42.4135,-70.99162,20,,STOPPED_AT,,2026-06-29 18:19:18.205394+00:00
742036,B-548A7AD6,Blue,42.40633,-70.99231,170,,INCOMING_AT,,2026-06-29 18:19:18.204756+00:00
742035,B-548A7AD8,Blue,42.39856,-70.99172,350,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204753+00:00
742034,B-548A7B11,Blue,42.37233,-71.03312,260,,INCOMING_AT,,2026-06-29 18:19:18.204749+00:00
742033,R-548A0004,Red,42.34064,-71.05708,175,,INCOMING_AT,,2026-06-29 18:19:18.204746+00:00
742032,R-548A5D6F,Red,42.39618,-71.14054,85,,STOPPED_AT,,2026-06-29 18:19:18.204742+00:00
742031,R-548A5F51,Red,42.32915,-71.05668,200,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204739+00:00
742030,R-548A6272,Red,42.21883,-71.00029,170,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204736+00:00
742029,R-548A6553,Red,42.39621,-71.14054,85,,STOPPED_AT,,2026-06-29 18:19:18.204733+00:00
742028,R-548A695C,Red,42.21293,-71.00081,330,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204730+00:00
742027,R-548A6AB3,Red,42.20749,-71.00173,10,,STOPPED_AT,,2026-06-29 18:19:18.204727+00:00
742026,R-548A6C54,Red,42.38923,-71.11931,0,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204724+00:00
742025,R-548A6D6F,Red,42.36525,-71.10323,130,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204721+00:00
742024,R-548A6DE2,Red,42.25203,-71.00551,150,,STOPPED_AT,,2026-06-29 18:19:18.204718+00:00
742023,R-548A7316,Red,42.38686,-71.11936,185,,IN_TRANSIT_TO,,2026-06-29 18:19:18.204714+00:00
742022,R-548A74A7,Red,42.37293,-71.11652,350,,INCOMING_AT,,2026-06-29 18:19:18.204711+00:00
742021,R-548A74A8,Red,42.36074,-71.06942,130,,INCOMING_AT,,2026-06-29 18:19:18.204708+00:00
742020,R-548A75C9,Red,42.36246,-71.08581,275,,STOPPED_AT,,2026-06-29 18:19:18.204704+00:00
742019,R-548A7856,Red,42.35266,-71.05536,290,,STOPPED_AT,,2026-06-29 18:19:18.204701+00:00
742018,R-548A78B0,Red,42.31054,-71.05362,15,,STOPPED_AT,,2026-06-29 18:19:18.204698+00:00
742017,R-548A78B1,Red,42.28458,-71.06377,330,,STOPPED_AT,,2026-06-29 18:19:18.204694+00:00
742016,R-548A78EC,Red,42.31056,-71.05373,195,,STOPPED_AT,,2026-06-29 18:19:18.204690+00:00
